,date,000001,000002,000004,000005,000008,000009,000010,000011,000012,000014
0,2018-01-29,0.3758590296158219,0.5981919840124456,0.3395652254340584,0.5578467454498031,1.2807347143172407,0.5327973254750772,0.6951474460034935,0.8529405070055384,1.2746029065609092,0.33445098385265476
1,2018-01-30,-0.0800568124138897,0.11180273996878155,-0.036963302971460485,-0.05311122501757981,0.09086969917689433,-0.0953702803389174,-0.025151917223430825,-0.027001721818999437,0.039828867931494316,0.1535909380046185
2,2018-01-31,-0.022212870974088854,0.1534125267473866,-0.14970403912914387,-0.07129977914166263,0.09420544992812131,-0.14457553719567076,-0.09006909926789894,-0.06263968190938604,-0.0009548485978802222,0.09261653255942363
3,2018-02-01,-0.013628504945476468,0.11965950455151488,-0.14301367081157382,-0.11448055553079216,0.07933957627030469,-0.22211245812940159,-0.17540986342499348,-0.10358827992195715,-0.02471696189535726,-0.00619164565672284
4,2018-02-02,-0.020689174458079287,0.08046923661705643,-0.13709617511946762,-0.1200546396466338,0.008515617504501319,-0.20457736618598346,-0.1854262263460341,-0.1456479784309223,-0.012784043384664028,-0.11697681963985433
5,2018-02-05,0.026353805398063562,0.059872074094296235,-0.12123899681785373,-0.10763748055396552,-0.005889942096619902,-0.20297633538956195,-0.29546416536657744,-0.13493398694130082,-0.03519709140890174,-0.20038495919630334
6,2018-02-06,-0.0234971931281545,0.025153228279309377,-0.1302355396555511,-0.13352914124832435,-0.03319427224531242,-0.28089064459873736,-0.33925762698729767,-0.16133657558312664,-0.11092623453853828,-0.26071134385441347
7,2018-02-07,-0.10717474680725028,-0.0223730207955311,-0.10488709239663527,-0.11514197480914029,-0.029826767172412408,-0.2634824400119712,-0.3028539041479522,-0.14009951762383335,-0.09050068480967655,-0.24897954663387378
8,2018-02-08,-0.12494836582900262,-0.015719831495407448,-0.09353872572035986,-0.10477889770610682,-0.04206209619651455,-0.17423682613506264,-0.2879674092957834,-0.1333476912427925,-0.10142385536540227,-0.22356113084027862
9,2018-02-09,-0.1830077318852909,-0.058280497557606205,-0.08662395175067836,-0.10631905546707242,-0.06355323774463442,-0.2030687782138043,-0.33920441534205426,-0.193782268978347,-0.12889348316648,-0.328861187083951
10,2018-02-12,-0.2035945788001671,-0.07690796924357268,-0.03748416804191377,-0.06098471643975787,-0.03582543270358933,-0.15720569513991114,-0.24798218195434893,-0.15324640097792408,-0.12198595586927329,-0.2719340212757894
11,2018-02-13,-0.20024150454622136,-0.1733800428309598,-0.06299480297060756,-0.08884341863472245,-0.028519548897673788,-0.18073914290766685,-0.211292027769345,-0.18542751483839187,-0.12701295073768734,-0.32082307058520254
12,2018-02-14,-0.1789154174579261,-0.15106492328330956,-0.04886823811868927,-0.07151457505616007,0.0017592089194712682,-0.1667655857270449,-0.20838616248861597,-0.17701224028149254,-0.11007348996819222,-0.2623250437275568
13,2018-02-22,-0.17934939280388673,-0.13041109888637845,-0.045007717575402534,-0.07403818742863044,0.008899945563000639,-0.15766413392480247,-0.1770977820503711,-0.15108106551568737,-0.127982193981225,-0.2380076111207521
14,2018-02-23,-0.16606571247180038,-0.08606936748913337,-0.04361670925591883,-0.07020302541030193,0.003933941507945259,-0.1457650944673188,-0.16670904122131605,-0.13478285124527412,-0.13319761431275937,-0.21359451956927838
15,2018-02-26,-0.13856756507284226,-0.0854638941526467,-0.03961889441040234,-0.06213870274170705,0.009844640785093207,-0.12661126635175005,-0.11628663410243638,-0.12063459967243069,-0.13283303903806104,-0.1805238862673325
16,2018-02-27,-0.1510885358321708,-0.13020454455138214,-0.03819799493921794,-0.06421424383850666,-0.016936589562858873,-0.13582471572940352,-0.12687989299579674,-0.13236375943561124,-0.14314491035398588,-0.2285235291615812
17,2018-02-28,-0.14380783090034507,-0.12202708242308247,-0.05136067255504955,-0.06996902349548813,-0.03911600568983202,-0.10986692080827172,-0.17106397023115713,-0.11555903903619498,-0.13016373985690755,-0.20209654830519974
18,2018-03-01,-0.13632153392655438,-0.13669573502327875,-0.032725501121058334,-0.06631025903788224,-0.03667673868729842,-0.11170811638350805,-0.17529264654419602,-0.11151322220936069,-0.1161497725050451,-0.17094181097102046
19,2018-03-02,-0.12852477967587775,-0.1369886138708188,-0.010186879718161653,-0.06811138952584832,-0.034938075609369,-0.1173123488529042,-0.11941456130378558,-0.09725663047360947,-0.14146041321423616,-0.14543371745927627
20,2018-03-05,-0.1116336216813867,-0.11935973673916275,-0.011011591722561786,-0.058823498743603625,-0.036338270121283454,-0.10246426827265628,-0.13309009237367855,-0.09685631597340472,-0.11984324805004881,-0.1515337599055638
